title,genre,Tag Count,Tags
Most Ardently: A Pride & Prejudice Remix,Fantasy,5,"Fantasy, Young Adult, Classics, LGBTQ, Young Adult Fiction"
Le Syndrome Magneto,Nonfiction,2,"Nonfiction, Politics"
G. : a novel.,Unknown,1,nan
Last Orders,Unknown,1,nan
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Action & Adventure,8,"Adventure, History, Nonfiction, Biography, social science, Education, Sports & Recreation, Sports"
A Moveable Feast,Fiction,4,"Classics, History, Biography, Biography & Autobiography"
The Echo of Old Books,Fantasy,2,"Fantasy, Historical Fiction"
On Our Best Behavior: The Seven Deadly Sins and the Price Women Pay to Be Good,Unknown,1,nan
Just Another Missing Person,Mystery,5,"Fiction, Mystery, Thriller, Suspense, Crime"
Bride,Fantasy,4,"Fantasy, Young Adult, Romance, Supernatural"
Done and Dusted,Fiction,1,Romance
First Touch,Unknown,1,nan
Beauty and the Baron,Unknown,1,nan
Omega Awakening,Unknown,1,nan
The Beast In Us,Unknown,1,nan
Mansions,Unknown,1,nan
Roses,Unknown,1,nan
Christmas Roses: Love Blooms in Winter,Unknown,1,nan
Bride for a Knight,Fiction,1,nan
The Queen of Carnage,Unknown,1,nan
Under His Heel,Unknown,1,nan
The Beast of Bath,Unknown,1,nan
Isabelle and the Beast: A Retelling of Beauty and the Beast,Unknown,1,nan
War Bound,Unknown,1,nan
Elf Prince,Unknown,1,nan
Scarlet in the Snow,Unknown,1,nan
The Danger You Know,Unknown,1,nan
Coming Home,Unknown,1,nan
Lips Like Ice,Unknown,1,nan
Stutter,Unknown,1,nan
Enthralled,Unknown,1,nan
Renegade Love: An Alien Bounty Hunter Romance,Unknown,1,nan
Flaming June,Fiction,3,"Romance, Historical Fiction, Historical Romance"
Fierce Heart,Fiction,4,"Fantasy, Young Adult, Adventure, War"
Saved,Unknown,1,nan
Sainted,Unknown,1,nan
The Viscount in Her Bedroom,Unknown,1,nan
Dishonor,Unknown,1,nan
Stolen Touches,Unknown,1,nan
Pain and Possession,Unknown,1,nan
Beneath the Loch,Unknown,1,nan
The Beastly Tales: The Complete Collection: Books 1 - 3,Unknown,1,nan
December,Unknown,1,nan
Consequences of Crying,Unknown,1,nan
Ruined Secrets,Romance,1,Romance
Echo,Unknown,1,nan
Ghost,Romance,3,"Mafia, Dark Romance, Abuse"
Play Me,Unknown,1,nan
Control Freak,Unknown,1,nan
Colosseum of Lust,Unknown,1,nan
The Endowment,Unknown,1,nan
Take Me With You,Romance,3,"Dark Romance, Fiction, Romance"
Beneath the Burn,Unknown,1,nan
Keep Me,Unknown,1,nan
Empathy,Unknown,1,nan
Pretty When You Cry,Fiction,1,nan
Her Vigilante,Unknown,1,nan
Meat,Unknown,1,nan
Monsters After Dark: A Beastly Paranormal Romance Anthology,Unknown,1,nan
Nicky the Driver,Unknown,1,nan
Falling for the Beast: A modern-day Beauty and the Beast retelling,Unknown,1,nan
Breaking Lucia,Unknown,1,nan
Rule Me Dirty,Unknown,1,nan
Dysfunctional,Unknown,1,nan
Midnight Hunter,Fiction,2,"Historical Romance, Romance"
Reborn,Unknown,1,nan
Obsession Mine,Unknown,1,nan
Born to be Broken,Unknown,1,nan
The Warlord,Unknown,1,nan
Lord of London Town,Unknown,1,nan
Dubious,Unknown,1,nan
The Internet Con,Fiction,1,political science
The End of Men: And the Rise of Women,Unknown,1,nan
Tom Lake,Fiction,1,nan
Murder Road,Fiction,1,Fantasy
The Door-to-Door Bookstore,Fiction,1,nan
Prophet Song,Fiction,4,"Science fiction, War, Dystopian, Dictatorship"
What You Are Looking for Is in the Library,Fiction,1,Fantasy
A Pirate's Life for Tea,Fantasy,4,"Fantasy, Fiction, Adventure, LGBTQ"
A Manual for Cleaning Women: Selected Stories,Fiction,2,"Short stories, American"
Mated to the Monster,Unknown,1,nan
God of Ruin,Fantasy,2,"Fantasy, Young Adult"
Nero,Unknown,1,nan
The Pucking Wrong Number,Fiction,5,"Romance, Dark Romance, Smutty, Sports Romance, Hockey Romance"
Pucking Around,Fiction,2,"LGBTQ, Romance"
God of Pain,Fiction,1,Romance
Broken Whispers,Unknown,1,nan
Hopeless,Fiction,1,nan
The Fake Mate,Fantasy,4,"Fantasy, Romance, Contemporary Romance, Omegaverse"
King,Romance,2,"Romance, Mafia Romance"
Quiet : The Power of Introverts in a World That Can't Stop Talking,Nonfiction,3,"Nonfiction, Psychology, Introversion"
Chlorine,Fantasy,7,"Fantasy, Young Adult, LGBTQ, Horror, Magical Realism, adult, Coming of Age"
Slaying the Vampire Conqueror,Fiction,2,"Fantasy, Adventure"
Living Untethered: Beyond the Human Predicament,Religion & Philosophy,2,"Body, Mind & Spirit"
The Eye of the Bedlam Bride,Fantasy,5,"Fantasy, Adventure, Science fiction, Dystopian, Aliens"
You Deserve a Tech Union,Business & Economics,3,"Economics, Nonfiction, Technology"
The Future,Fiction,5,"Fantasy, Science fiction, LGBTQ, Dystopian, Thriller"
The Strength of the Few,Fantasy,1,Fantasy
These Burning Stars,Action & Adventure,6,"Adventure, Fantasy, Science fiction, LGBTQ, Mystery, Space"
Funny Story,Romance,3,"Fiction, Romance, Contemporary Romance"
Nemesis,Unknown,1,nan
Extremely Online,Unknown,1,nan
Bloodstained Beauty,Unknown,1,nan
Technofeudalism: What Killed Capitalism,Business & Economics,1,Business & Economics
These Monstrous Ties,Unknown,1,nan
Church,Unknown,1,nan
Corrupt Idol,Unknown,1,nan
I Feed Her to the Beast and the Beast Is Me,Fantasy,4,"Fantasy, Young Adult, LGBTQ, Young Adult Fiction"
Not Your Pucking Girl,Romance,1,Romance
"Mass Supervision: Probation, Parole, and the Illusion of Safety and Freedom",Nonfiction,1,Nonfiction
Mother-Daughter Murder Night,Mystery,1,Mystery
The Peacock and the Sparrow,Fiction,1,nan
Bloom,Fiction,4,"Fantasy, LGBTQ, Romance, Horror"
So Let Them Burn,Fantasy,6,"Fantasy, Young Adult, Adventure, War, LGBTQ, Young Adult Fiction"
The Cemetery of Untold Stories,Fantasy,2,"Fantasy, Magical Realism"
The Graham Effect,Fiction,3,"Romance, Contemporary Romance, Sports Romance"
"Saga, Vol. 2",Fiction,9,"Fantasy, Adventure, Science fiction, Comics, War, LGBTQ, Dystopian, Space, Aliens"
The Stranger Upstairs,Fiction,1,nan
Rental Person Who Does Nothing: A Memoir,Biography,4,"Biography, Nonfiction, Biography & Autobiography, Japanese literature"
The Kamogawa Food Detectives,Fiction,1,Fantasy
Wellness,Fiction,1,nan
The Book of Love,Fiction,4,"Fantasy, Young Adult, Science fiction, LGBTQ"
Going Infinite: The Rise and Fall of a New Tycoon,Nonfiction,4,"Nonfiction, Biography, Business & Economics, Technology"
Good Bad Girl,Fiction,1,nan
Mobile Library,Unknown,1,nan
The Lost Bookshop,Fiction,1,Fantasy
The Frozen River,Fiction,1,Adventure
After Virtue: A Study in Moral Theory,Unknown,1,nan
Blackouts,Fiction,1,LGBTQ
Empire of the Damned,Fantasy,3,"Fantasy, Adventure, LGBTQ"
Nothing Like the Movies,Young Adult,1,Young Adult Fiction
The Coming Wave,Unknown,1,nan
Armageddon: What the Bible Really Says About the End,Nonfiction,2,"Nonfiction, Religion"
Don't Let Her Stay,Mystery,2,"Thriller, Psychological thriller"
The Coworker,Fiction,2,"Young Adult, Adventure"
Ward D,Unknown,1,nan
The Woman in Me,Biography & Autobiography,5,"Nonfiction, Biography, Biography & Autobiography, Memoir, autobiography"
The Mystery Guest,Mystery,3,"Fiction, Mystery, Crime"
The Familiar,Fantasy,4,"Fantasy, Fiction, Historical Fiction, Historical Fantasy"
Counting the Cost,Biography & Autobiography,3,"Nonfiction, Biography & Autobiography, Memoir"
Bright Young Women,Fiction,1,LGBTQ
Stuffed,Fantasy,1,Fantasy
Lies and Weddings,Fiction,1,nan
Exordia,Science fiction,1,Science fiction
A Fate Inked in Blood,Fiction,3,"Fantasy, Adventure, Romance"
"Sure, I'll Join Your Cult: A Memoir of Mental Illness and the Quest to Belong Anywhere",Biography & Autobiography,3,"Biography & Autobiography, Fiction, Memoir"
How to Solve Your Own Murder,Mystery,2,"Fiction, Mystery"
The Berry Pickers,Fiction,1,Native American Literature
Darling Girls,Fiction,2,"Thriller, Psychological thriller"
Doppelganger: A Trip into the Mirror World,Nonfiction,3,"Nonfiction, Biography & Autobiography, social science"
The Burnout,Fiction,3,"Romance, Contemporary Romance, Chick Lit"
The Fury,Fiction,1,Computers
"A City on Mars: Can We Settle Space, Should We Settle Space, and Have We Really thought This Through?",Science fiction,4,"Science fiction, Nonfiction, Space, Science"
The Bullet Swallower,Fantasy,3,"Historical Fiction, Magical Realism, Western"
First Lie Wins,Fiction,1,Thriller
Only If You're Lucky,Fiction,1,nan
North Woods,Fantasy,6,"Fantasy, Family, Magic, Historical Fiction, Literary Fiction, Magical Realism"
Let Us Descend,Fiction,2,"Fantasy, LGBTQ"
A Short Walk Through a Wide World,Fantasy,4,"Fantasy, Adventure, Science fiction, Magical Realism"
No One Can Know,Fiction,1,nan
Curious Tides,Fantasy,3,"Fantasy, Young Adult, LGBTQ"
The Women,Fiction,3,"War, Historical Fiction, Women"
Unhinged,Unknown,1,nan
Taken by the Tetris Blocks: An Erotic Short Story,Unknown,1,nan
To Gaze Upon Wicked Gods,Fiction,4,"Fantasy, Young Adult, Science fiction, Young Adult Fiction"
Fathomfolk,Fiction,3,"Fantasy, Young Adult, LGBTQ"
The Fox Wife,Fantasy,4,"Fantasy, Fiction, Adventure, China"
That's Not My Name,Young Adult,1,Young Adult Fiction
"Dark Star Burning, Ash Falls White",Fiction,5,"Fantasy, Young Adult, Adventure, Science fiction, Young Adult Fiction"
The Fragile Threads of Power,Fantasy,7,"Fantasy, Fiction, Young Adult, Adventure, Science fiction, LGBTQ, Fantasy fiction"
Kurze Antworten auf große Fragen,Unknown,1,nan
Just for the Summer,Fiction,5,"Romance, Young Adult, Contemporary, Contemporary Romance, Chick Lit"
Wrath of the Triple Goddess,Fantasy,4,"Fantasy, Young Adult, Adventure, Mythology"
Feel Good Productivity,Nonfiction,4,"Nonfiction, Business, Self-Help, Productivity"
Elon Musk,Biography,4,"Biography, Biography & Autobiography, Space, Business"
The Pumpkin Spice Café,Fiction,3,"Fantasy, Contemporary Romance, adult"
The Sunlit Man,Fantasy,6,"Fantasy, Fiction, Adventure, Science fiction, Young Adult, science fiction fantasy"
Wisteria,Fantasy,3,"Fantasy, Young Adult, Young Adult Fiction"
Sunbringer,Fantasy,5,"Fantasy, Fiction, Young Adult, Adventure, LGBTQ"
The Ever King,Fantasy,1,Fantasy
Bloodguard,Unknown,1,nan
Wicked Heir,Unknown,1,nan
How Does It Feel?,Fantasy,2,"Fantasy, Romance"
The Narrow Road Between Desires,Fantasy,4,"Fantasy, Fiction, Adventure, Science fiction"
Thinking Clearly with Data: A Guide to Quantitative Reasoning and Analysis,Unknown,1,nan
Disquiet Gods,Fiction,2,"Fantasy, Science fiction"
Slow Productivity: The Lost Art of Accomplishment Without Burnout,Nonfiction,4,"Nonfiction, Business & Economics, Psychology, Self-Help"
The Tied Man,Unknown,1,nan
Extinction,Fiction,1,nan
Berserk Volume 5,Fantasy,6,"Fantasy, Adventure, War, Comics, Comics & Graphic Novels, Graphic novels"
Berserk Volume 4,Fantasy,7,"Fantasy, Fiction, Adventure, War, Comics, Comics & Graphic Novels, Graphic novels"
Hidden Potential: The Science of Achieving Greater Things,Nonfiction,4,"Nonfiction, Business & Economics, Psychology, Self-Help"
Death Valley,Fantasy,3,"Fantasy, Adventure, Science fiction"
Piglet,Fiction,1,nan
How It Unfolds,Science fiction,1,Science fiction
Her Wolf in the Wild,Unknown,1,nan
The Grandest Game,Fiction,4,"Fantasy, Young Adult, Adventure, Young Adult Fiction"
Septology,Fiction,1,Classics
Voyage of the Damned,Fantasy,7,"Fiction, Fantasy, Young Adult, LGBTQ, Romance, Mystery, Thriller"
Undoing Yourself with Energized Meditation and Other Devices,Unknown,1,nan
Beautyland,Fantasy,4,"Fantasy, Science fiction, Space, Aliens"
Never Whistle at Night,Fiction,3,"Fantasy, Short stories, Horror"
Only Alive on Sundays,Unknown,1,nan
"Dandadan, Vol. 1",Fantasy,7,"Fantasy, Young Adult, Adventure, Comics, Science fiction, Aliens, Comics & Graphic Novels"
Womb City,Fantasy,6,"Fantasy, Fiction, Science fiction, Dystopian, LGBTQ, Feminism"
When Among Crows,Fantasy,9,"Fantasy, Young Adult, Science fiction, LGBTQ, Dystopian, Folklore, Urban Fantasy, Magical Realism, Magic Realism"
A Vicious Game,Unknown,1,nan
Where the Dark Stands Still,Fantasy,3,"Fantasy, Young Adult, Young Adult Fiction"
Children of Ash and Elm: A History of the Vikings,History,5,"History, War, Nonfiction, Civilization, Viking"
Ankle Snatcher,Unknown,1,nan
The Second Chance Year,Fiction,4,"Romance, Romantic Comedy, Women, romcom"
Ghost Station,Fiction,5,"Fantasy, Science fiction, Space, Aliens, Space Horror"
Before the Badge,Nonfiction,1,Nonfiction
She's Not Sorry,Fiction,1,nan
Chamber Divers,Nonfiction,3,"Nonfiction, History, Science"
More Days at the Morisaki Bookshop,Fiction,1,Young Adult
The Road of Bones,Fiction,2,"Fantasy, Adventure"
The Honey Witch,Fiction,2,"Fantasy, LGBTQ"
Butcher & Blackbird,Fiction,3,"Fantasy, Romance, Dark Romance"
The Haar,Fiction,4,"Fantasy, Science fiction, Horror, Monsters"
No One Has To Know,Fiction,1,nan
Perfection,Unknown,1,nan
Dark Control,Unknown,1,nan
The Dead Cat Tail Assassins,Fiction,3,"Fantasy, Adventure, Science fiction"
Ready or Not,Unknown,1,nan
Making It So: A Memoir,Science fiction,1,Science fiction
Big Bad,Unknown,1,nan
The Last Murder at the End of the World,Mystery,5,"Fiction, Fantasy, Science fiction, Dystopian, Mystery"
Not in Love,Fiction,1,Romance
"Kill for Me, Kill for You",Fiction,1,nan
The Antique Hunter's Guide to Murder,Mystery,1,Mystery
The City of Stardust,Fiction,3,"Fantasy, Young Adult, Adventure"
The Christmas Guest,Mystery,4,"Fiction, Mystery, Thriller, Novella"
Leslie F*cking Jones,Unknown,1,nan
Late Bloomer,Fiction,2,"LGBTQ, Romance"
The Reformatory,Fiction,2,"Fantasy, Historical Fiction"
A Sorceress Comes to Call,Fantasy,5,"Fantasy, Fiction, Young Adult, Science fiction, Fairy tales"
Faebound,Fiction,2,"Fantasy, LGBTQ"
Evocation,Fantasy,2,"Fantasy, LGBTQ"
The Night Ends with Fire,Fiction,4,"Fantasy, Young Adult, Adventure, War"
A Song to Drown Rivers,Fiction,2,"Fantasy, Young Adult"
The Ten Percent Thief,Unknown,1,nan
The Way of Edan,Unknown,1,nan
Sky's End,Fantasy,7,"Fantasy, Young Adult, Adventure, Science fiction, War, Dystopian, Young Adult Fiction"
Lore of the Wilds,Fiction,3,"Fantasy, Young Adult, Adventure"
I Hope This Doesn't Find You,Young Adult,4,"Romance, Young Adult Fiction, Contemporary, Contemporary Romance"
All This Twisted Glory,Fantasy,3,"Fantasy, Young Adult, Young Adult Fiction"
Once You're Mine,Romance,2,"Dark Romance, Thriller"
Last Letters of Jacopo Ortis,Unknown,1,nan
Nuclear War: A Scenario,Science fiction,6,"Science fiction, War, History, Dystopian, Nonfiction, Contemporary"
The Housemaid Is Watching,Fiction,1,Thriller
The Teacher,Fiction,1,Thriller
Eve: How the Female Body Drove 200 Million Years of Human Evolution,Nonfiction,3,"Nonfiction, Science, Health"
Somewhere Beyond the Sea,Fiction,3,"Fantasy, Young Adult, LGBTQ"
The Making of Biblical Womanhood: How the Subjugation of Women Became Gospel Truth,Unknown,1,nan
Driving My Obsession,Romance,3,"Dark Romance, Romance, Thriller"
James,Fiction,3,"Adventure, Classics, Historical Fiction"
Omen of Ice,Fantasy,3,"Fantasy, Young Adult, Science fiction"
The Fortune Seller,Unknown,1,nan
Leaving: A Novel,Unknown,1,nan
"The Worlds I See: Curiosity, Exploration, and Discovery at the Dawn of AI",Unknown,1,nan
Martyr! A Novel,Fiction,1,LGBTQ
The Other Valley,Fiction,4,"Fantasy, Science fiction, Young Adult, Dystopian"
How to Know a Person: The Art of Seeing Others Deeply and Being Deeply Seen,Nonfiction,2,"Nonfiction, social science"
The Lost Story,Fantasy,4,"Fantasy, Fiction, Adventure, LGBTQ"
A Novel Love Story,Fantasy,4,"Fantasy, Romance, Contemporary Romance, Magical Realism"
A Light in the Attic,Fiction,7,"Fantasy, Young Adult, Classics, Poetry, Fiction, Spanish, Children's Literature"
Pages to Fill,Fantasy,3,"Fantasy, LGBTQ, Short stories"
Out on a Limb,Fiction,3,"Romance, Family & Relationships, Disability"
Close to Death,Unknown,1,nan
Welcome to the Hyunam-Dong Bookshop,Fiction,2,"Contemporary, Literary Fiction"
He Who Drowned the World,Fantasy,6,"Fantasy, Fiction, LGBTQ, War, Historical Fiction, Historical Fantasy"
"I, Human",Unknown,1,nan
Unmasking AI,Science,4,"Artificial Intelligence, Nonfiction, Science, Technology"
Monster in His Eyes,Unknown,1,nan
Fox Snare,Unknown,1,nan
The Naturals,Young Adult,8,"Fiction, Fantasy, Adventure, Science fiction, Mystery, Thriller, Young Adult Fiction, Crime"
Before We Forget Kindness,Fantasy,7,"Fantasy, Science fiction, Family, Magical Realism, Time Travel, Japanese literature, Relationships"
Don't Let the Forest In,Fantasy,4,"Fantasy, Young Adult, LGBTQ, Young Adult Fiction"
You Dreamed of Empires,Fantasy,1,Fantasy
Supercommunicators: How to Unlock the Secret Language of Connection,Nonfiction,4,"Nonfiction, Psychology, Business, Family & Relationships"
Good Material,Fiction,5,"Romance, Fiction, Literature, Contemporary, comedy"
My Darling Dreadful Thing,Fiction,1,nan
Cascade Failure,Fiction,8,"Fantasy, Science fiction, Adventure, LGBTQ, Dystopian, Space, Aliens, science fantasy"
Lost in Ideology: Interpreting Modern Political Life,Religion & Philosophy,6,"ideology, Nonfiction, Philosophy, political science, Politics, social science"
Sell My Soul,Unknown,1,nan
A Letter to the Luminous Deep,Fiction,4,"Fantasy, Adventure, Science fiction, LGBTQ"
The House of Hidden Meanings,LGBTQ,1,LGBTQ
The Age of Magical Overthinking: Notes on Modern Irrationality,Nonfiction,4,"Nonfiction, Biography & Autobiography, Psychology, informative"
Glorious Exploits,Fiction,3,"Fantasy, Classics, War"
Annie Bot,Fiction,3,"Fantasy, Science fiction, Dystopian"
Real Americans,Fiction,1,Fantasy
Info-Psychology: A Revision of Exo-Psychology,Psychology & Self-help,5,"General, Philosophy, Psychology, Body, Mind & Spirit"
Angel Tech: A Modern Shamans Guide to Reality Selection,Unknown,1,nan
Oath and Honor: A Memoir and a Warning,Dystopian,2,"Dystopian, Biography & Autobiography"
Entitled: How Male Privilege Hurts Women,Religion & Philosophy,3,"Philosophy, social science, Entitlement attitudes"
To Tame a Savage Heart,Unknown,1,nan
The Emperor and the Endless Palace,Fantasy,2,"Fantasy, LGBTQ"
Glass Houses,Fiction,2,"Science fiction, Dystopian"
Service Model,Fiction,7,"Fantasy, Science fiction, Young Adult, Adventure, Dystopian, Space, comedy"
Someone You Can Build a Nest In,Fantasy,3,"Fantasy, Science fiction, LGBTQ"
The Stardust Grail,Fiction,3,"Fantasy, Science fiction, LGBTQ"
Floating Hotel,Fiction,5,"Fantasy, Science fiction, Adventure, LGBTQ, Space"
Those Beyond the Wall,Fiction,1,Science fiction
Alien Clay,Fiction,5,"Fantasy, Science fiction, Dystopian, Space, Aliens"
The Silverblood Promise,Fiction,3,"Fantasy, Adventure, Science fiction"
Bury Your Gays,Fiction,3,"Science fiction, LGBTQ, Horror"
Diavola,Fantasy,7,"Fantasy, LGBTQ, Horror, Gothic Horror, adult, Gothic, Supernatural"
The Reappearance of Rachel Price,Young Adult,4,"Fiction, Mystery, Young Adult Fiction, Thriller"
Born of Blood and Ash,Fiction,2,"Fantasy, Romance"
Snowed In,Fiction,1,Romance
"The Demon of Unrest: A Saga of Hubris, Heartbreak, and Heroism at the Dawn of the Civil War",History,3,"History, War, Nonfiction"
The Life Impossible,Fiction,2,"Fantasy, Science fiction"
The Mercy of Gods,Science fiction,6,"Science fiction, Fiction, Fantasy, Adventure, Space, Aliens"
Immortal Dark,Fantasy,3,"Fantasy, Young Adult, Young Adult Fiction"
Long Chills and Case Dough,Fantasy,4,"Fantasy, Science fiction, Dystopian, Mystery"
Apprentice to the Villain,Fantasy,4,"Fantasy, Young Adult, Fiction, Adventure"
Taste: My Life Through Food,Biography & Autobiography,4,"Biography, Biography & Autobiography, Cooking, Memoir"
Compulsory,Science fiction,7,"Science fiction, Fiction, Fantasy, Adventure, Dystopian, Space, Short stories"
The Book of Doors,Fantasy,6,"Fantasy, Fiction, Science fiction, Adventure, Magical Realism, Time Travel"
The Pairing,Fiction,1,LGBTQ
Lady Macbeth,Fiction,3,"Fantasy, Young Adult, Classics"
An Enchantment of Thorns,Unknown,1,nan
The Rom-Commers,Fiction,3,"Romance, Contemporary, Contemporary Romance"
